date,open,high,low,close,volume,ma_price5,ma_volume5,amount,amplitude,price_change_pct,turnover_rate
2019-12-05,16.2,16.24,15.99,16.0,6421238,16.252,6254946,102739808.0,1.54,-1.23,4.15
2019-12-06,16.0,16.25,15.98,16.0,3901858,16.166,5657637,62429728.0,1.69,0.0,0.7
2019-12-09,16.05,16.07,15.82,15.85,5827800,16.076,5608057,92370630.0,1.56,-1.25,4.78
2019-12-10,15.85,15.95,15.82,15.9,6980683,15.99,5745536,110992859.7,0.82,0.32,0.19
2019-12-11,15.88,15.92,15.81,15.86,7946700,15.922,6215656,126034662.0,0.69,-0.13,1.19
2019-12-12,15.83,16.03,15.81,15.86,19868559,15.894,8905120,315115345.74,1.39,0.19,4.09
2019-12-13,15.87,15.98,15.83,15.91,21059577,15.876,12336664,335057870.07,0.95,0.25,2.21
2019-12-16,15.9,16.15,15.88,16.0,23573890,15.906,15885882,377182240.0,1.7,0.63,2.83
2019-12-17,16.07,16.09,15.9,15.97,21926238,15.92,18874993,350162020.86,1.18,-0.62,2.35
2019-12-18,15.95,16.54,15.91,16.18,37253253,15.984,24736303,602757633.54,3.95,1.44,2.19
2019-12-19,16.18,16.18,16.05,16.06,22883969,16.024,25339385,367516542.14,0.8,-0.74,3.05
2019-12-20,16.03,16.3,15.96,15.96,21311651,16.034,25389800,340133949.96000004,2.12,-0.44,1.07
2019-12-23,15.95,15.99,15.57,15.62,15475880,15.958,23770198,241733245.6,2.63,-2.07,2.64
2019-12-24,15.61,16.16,15.6,15.8,24366517,15.924,24258254,384990968.6,3.59,1.22,1.11
2019-12-25,15.74,15.93,15.65,15.72,11336022,15.832,19074808,178202265.84,1.78,-0.13,4.42
2019-12-26,15.7,15.74,15.6,15.65,8135570,15.75,16125128,127321670.5,0.89,-0.32,4.65
2019-12-27,15.65,15.72,15.61,15.65,10825391,15.688,14027876,169417369.15,0.7,0.0,3.24
2019-12-30,15.65,15.68,15.55,15.61,8269450,15.686,12586590,129086114.5,0.83,-0.26,2.08
2019-12-31,15.6,15.68,15.58,15.63,10783291,15.652,9869945,168542838.33,0.64,0.19,2.55
2020-01-02,15.63,15.9,15.61,15.87,22475437,15.682,12097828,356685185.19,1.86,1.54,4.01
2020-01-03,15.8,15.96,15.8,15.86,14885500,15.724,13447814,236084030.0,1.01,0.38,4.91
2020-01-06,15.86,16.33,15.84,16.17,26848863,15.828,16652508,434146114.71000004,3.09,1.95,3.54
2020-01-07,16.17,17.79,16.16,17.35,61202614,16.176,27239141,1061865352.9000001,10.08,7.3,2.23
2020-01-08,17.34,17.75,17.32,17.66,33910855,16.582,31864654,598865699.3,2.48,1.85,2.59
2020-01-09,17.66,19.02,17.66,18.85,48746464,17.178,37118859,918870846.4000001,7.7,6.74,2.24
2020-01-10,18.8,19.6,18.28,19.0,42084654,17.806,42558690,799608426.0,7.02,1.06,2.58
2020-01-13,19.16,20.9,19.16,20.9,61669514,18.752,49522820,1288892842.6,9.08,9.08,3.33
2020-01-14,21.0,22.99,20.76,22.99,54073224,19.88,48096942,1243143419.76,10.62,9.48,2.19
2020-01-15,23.39,24.8,20.69,20.69,76938545,20.486,56702480,1591858496.0500002,17.57,-11.54,1.77
2020-01-16,18.62,19.31,18.62,18.62,117102300,20.44,70373647,2180444826.0,3.71,0.0,2.09
2020-01-17,16.76,17.82,16.76,16.76,203365183,19.992,102629753,3408400467.0800004,6.32,0.0,1.39
2020-01-20,15.08,15.32,15.08,15.08,93285056,18.828,108952862,1406738644.48,1.59,0.0,3.88
2020-01-21,14.66,14.8,13.57,13.64,187290645,16.958,135596346,2554644397.8,8.39,-6.96,2.64
2020-01-22,13.59,13.8,13.11,13.22,102680746,15.464,140744786,1357439462.1200001,5.08,-2.72,2.75
2020-01-23,13.18,13.45,12.18,12.39,87088781,14.218,134742082,1079029996.5900002,9.64,-5.99,3.86
2020-02-03,12.88,13.12,11.41,12.82,99739015,13.43,114016849,1278654172.3,13.28,-0.47,2.25
2020-02-04,12.45,13.17,12.27,12.96,88910844,13.006,113142006,1152284538.24,7.23,4.1,1.53
2020-02-05,13.44,14.26,13.23,14.26,113396668,13.13,98363211,1617036485.68,7.66,6.1,2.03
2020-02-06,14.67,15.69,14.33,15.69,158347342,13.624,109496530,2484469795.98,9.27,6.95,3.14
2020-02-07,16.0,17.2,15.36,15.93,153900032,14.332,122858780,2451627509.7599998,11.5,-0.44,4.64
2020-02-10,15.55,15.55,14.34,14.34,88327397,14.636,120576457,1266614872.98,7.78,-7.78,4.77
2020-02-11,13.78,14.21,13.12,13.53,85017162,14.75,119797720,1150282201.86,7.91,-1.81,3.12
2020-02-12,13.59,13.93,13.41,13.71,59915628,14.64,109101512,821443259.88,3.83,0.88,0.2
2020-02-13,13.72,13.73,12.81,13.09,75125009,14.12,92457046,983386367.81,6.71,-4.59,0.53
2020-02-14,13.05,13.25,12.62,12.74,56440337,13.482,72965107,719049893.38,4.83,-2.38,3.25
2020-02-17,12.54,12.94,12.48,12.9,55447672,13.194,66389162,715274968.8000001,3.67,2.87,0.69
2020-02-18,13.1,13.45,13.06,13.18,59077245,13.124,61201178,778638089.1,2.98,0.61,2.85
2020-02-19,13.06,13.15,12.68,12.69,54420538,12.92,60102160,690596627.22,3.6,-2.83,2.24
2020-02-20,12.53,12.61,12.17,12.5,62959218,12.802,57669002,786990225.0,3.51,-0.24,1.32
2020-02-21,12.5,12.98,12.38,12.76,62170817,12.806,58815098,793299624.92,4.8,2.08,4.08
2020-02-24,12.9,13.29,12.83,13.06,61521148,12.838,60029793,803466192.88,3.57,1.24,4.08
2020-02-25,12.79,14.28,12.7,13.98,105007756,12.998,69215895,1468008428.88,12.35,9.3,4.05
2020-02-26,13.75,14.1,13.23,13.3,77067187,13.12,73745225,1024993587.1,6.33,-3.27,4.7
2020-02-27,13.32,13.43,12.81,12.96,47367187,13.212,70626819,613878743.52,4.65,-2.7,4.18
2020-02-28,12.67,13.56,12.56,13.07,70836252,13.274,72359906,925829813.64,7.89,3.16,1.89
2020-03-02,13.2,13.35,12.83,13.24,59472535,13.31,71950183,787416363.4,3.94,0.3,3.75
2020-03-03,13.14,13.45,13.02,13.17,60325815,13.148,63013795,794490983.55,3.27,0.23,2.44
2020-03-04,13.07,13.16,12.7,12.85,47063312,13.058,57013020,604763559.1999999,3.52,-1.68,2.99
2020-03-05,12.9,12.98,12.73,12.85,41470783,13.036,55833739,532899561.55,1.94,-0.39,0.81
2020-03-06,12.73,13.33,12.7,13.12,63214586,13.046,54309406,829375368.3199999,4.95,3.06,1.22
2020-03-09,13.0,13.43,12.73,13.29,75225797,13.056,57460059,999750842.13,5.38,2.23,3.73
2020-03-10,12.89,13.05,12.1,12.82,60451358,12.986,57485167,774986409.5600001,7.37,-0.54,4.76
2020-03-11,12.73,12.98,12.63,12.66,40552117,12.948,56182928,513389801.22,2.75,-0.55,4.43
2020-03-12,12.48,12.65,12.02,12.14,47184650,12.806,57325702,572821651.0,5.05,-2.72,0.12
2020-03-13,11.48,11.6,11.04,11.32,51805449,12.446,55043874,586437682.6800001,4.88,-1.39,2.88
2020-03-16,11.5,11.8,11.13,11.15,39658797,12.018,47930474,442195586.55,5.83,-3.04,1.75
2020-03-17,11.28,11.53,10.39,10.74,37595589,11.602,43359320,403776625.86,10.11,-4.79,3.01
2020-03-18,10.86,10.93,10.35,10.37,32161268,11.144,41681151,333512349.15999997,5.34,-4.51,0.73
2020-03-19,10.31,10.31,9.8,9.96,43126729,10.708,40869566,429542220.84000003,4.95,-3.39,2.32
2020-03-20,10.1,10.28,9.89,10.17,33780488,10.478,37264574,343547562.96,3.86,0.69,1.56
2020-03-23,9.92,10.19,9.65,9.69,31858974,10.186,35704610,308713458.06,5.44,-2.32,4.03
2020-03-24,9.83,9.88,9.21,9.51,39656237,9.94,36116739,377130813.87,6.82,-3.26,2.14
2020-03-25,9.66,9.87,9.54,9.82,36648433,9.83,37014172,359887612.06,3.42,1.66,3.61
2020-03-26,9.19,9.48,8.84,8.84,69170575,9.606,42222941,611467883.0,6.96,-3.81,0.9
2020-03-27,8.1,8.76,8.1,8.4,78594628,9.252,51185769,660194875.2,8.15,3.7,4.8
2020-03-30,8.3,8.64,8.15,8.19,51347377,8.952,55083450,420535017.63,5.9,-1.33,0.79
2020-03-31,8.27,8.27,7.72,7.72,64611941,8.594,60074591,498804184.52,6.65,-6.65,1.75
2020-04-01,7.76,8.02,7.69,7.77,49797112,8.184,62704327,386923560.23999995,4.25,0.13,1.32
2020-04-02,7.72,7.95,7.64,7.94,42834028,8.004,57437017,340102182.32,4.02,2.85,1.27
2020-04-03,7.92,8.73,7.9,8.73,89622259,8.07,59642543,782402321.07,10.48,10.23,3.12
2020-04-07,8.9,9.34,8.73,9.09,118136611,8.25,73000390,1073861793.99,6.85,2.13,2.47
2020-04-08,9.0,9.06,8.84,8.91,62632280,8.488,72604458,558053614.8,2.44,-1.0,3.25
2020-04-09,8.9,9.02,8.77,8.87,47054926,8.708,72056021,417377193.61999995,2.81,-0.34,2.17
2020-04-10,8.85,8.94,8.47,8.57,45011902,8.834,72491596,385752000.14,5.31,-3.16,2.09
2020-04-13,8.64,8.88,8.4,8.7,41338572,8.828,62834858,359645576.4,5.56,0.69,0.94
2020-04-14,8.73,8.78,8.52,8.7,33486868,8.75,45904910,291335751.59999996,2.98,-0.34,3.18
2020-04-15,8.76,9.33,8.72,9.09,78884888,8.786,49155431,717063631.92,6.96,3.77,0.42
2020-04-16,9.23,9.28,8.87,8.92,50839326,8.796,49912311,453486787.92,4.44,-3.36,3.48
2020-04-17,8.84,9.04,8.66,8.78,45693196,8.838,50048570,401186260.88,4.3,-0.68,1.72
2020-04-20,8.8,8.92,8.65,8.86,30581050,8.87,47897066,270948103.0,3.07,0.68,0.19
2020-04-21,8.81,8.91,8.72,8.75,25589021,8.88,46317496,223903933.75,2.16,-0.68,0.79
2020-04-22,8.62,8.63,8.44,8.55,32863287,8.772,37113176,280981103.85,2.2,-0.81,0.4
2020-04-23,8.65,8.92,8.58,8.63,35905928,8.714,34126496,309868158.64000005,3.93,-0.23,2.48
2020-04-24,8.51,8.56,8.1,8.15,37454214,8.588,32478700,305251844.1,5.41,-4.23,3.58
2020-04-27,8.07,8.13,7.89,7.93,22595938,8.402,30881678,179185788.34,2.97,-1.73,2.18
2020-04-28,7.87,8.06,7.48,7.58,31992510,8.168,32162375,242503225.8,7.37,-3.68,4.4
2020-04-29,7.55,7.7,7.53,7.56,17681889,7.97,29126096,133675080.83999999,2.25,0.13,3.7
2020-04-30,7.54,7.77,7.54,7.72,24667167,7.788,26878344,190430529.23999998,3.05,2.39,4.8
2020-05-06,7.62,7.83,7.58,7.81,26273788,7.72,24642258,205198284.28,3.28,2.49,3.84
2020-05-07,7.95,8.43,7.9,7.99,45865016,7.732,29296074,366461477.84000003,6.67,0.5,1.98
2020-05-08,8.0,8.05,7.88,7.93,26032696,7.802,28104111,206439279.28,2.13,-0.88,4.64
2020-05-11,7.97,8.08,7.91,7.97,19991958,7.884,28566125,159335905.26,2.13,0.0,3.15
2020-05-12,8.0,8.17,7.92,8.04,23159026,7.948,28264497,186198569.04,3.12,0.5,3.29
2020-05-13,7.97,7.97,7.84,7.95,18308969,7.976,26671533,145556303.55,1.63,-0.25,3.53
2020-05-14,7.9,7.9,7.76,7.76,20027842,7.93,21504098,155416053.92,1.77,-1.77,1.87
2020-05-15,7.81,7.85,7.65,7.66,18095617,7.876,19916682,138612426.22,2.56,-1.92,2.0
2020-05-18,7.68,7.74,7.48,7.58,18896889,7.798,19697669,143238418.62,3.39,-1.3,2.01
2020-05-19,7.64,7.73,7.56,7.58,13774244,7.706,17820712,104408769.52,2.23,-0.79,1.87
2020-05-20,7.59,7.62,7.47,7.52,17303540,7.62,17619626,130122620.8,1.98,-0.92,3.7
2020-05-21,7.55,7.68,7.48,7.53,16988060,7.574,17011670,127920091.8,2.65,-0.26,4.24
