date,open,high,low,close,volume,ma_price5,ma_volume5,amount,amplitude,price_change_pct,turnover_rate
2021-01-04,5.72,6.29,5.72,6.13,21902421,5.752,18733580,134261840.73,9.97,7.17,2.49
2021-01-05,6.04,6.29,6.02,6.2,15775206,5.902,19506549,97806277.2,4.47,2.65,0.59
2021-01-06,6.24,6.28,6.14,6.19,11087446,5.986,15829516,68631290.74000001,2.24,-0.8,4.32
2021-01-07,6.2,6.25,6.02,6.19,11925224,6.086,14763941,73817136.56,3.71,-0.16,4.59
2021-01-08,6.19,6.57,6.12,6.55,16379626,6.252,15413985,107286550.3,7.27,5.82,2.77
2021-01-11,6.6,6.69,6.3,6.65,17001500,6.356,14433800,113059975.0,5.91,0.76,4.28
2021-01-12,6.67,6.75,6.53,6.58,15351682,6.432,14349096,101014067.56,3.3,-1.35,3.89
2021-01-13,6.6,6.6,6.33,6.44,10036060,6.482,14138818,64632226.400000006,4.09,-2.42,0.16
2021-01-14,6.36,6.54,6.28,6.28,10610820,6.5,13875938,66635949.6,4.09,-1.26,1.9
2021-01-15,6.33,6.41,6.19,6.25,9347880,6.44,12469588,58424250.0,3.48,-1.26,0.62
2021-01-18,6.28,6.58,6.24,6.58,11788421,6.426,11426973,77567810.18,5.41,4.78,3.92
2021-01-19,6.4,7.16,6.35,7.1,25283360,6.53,13413308,179511856.0,12.66,10.94,1.44
2021-01-20,7.07,7.19,6.79,6.79,18220380,6.6,15050172,123716380.2,5.66,-3.96,2.2
2021-01-21,6.85,6.97,6.65,6.7,14904464,6.684,15908901,99859908.8,4.67,-2.19,3.83
2021-01-22,6.68,6.71,6.35,6.43,11434681,6.72,16326261,73524998.83,5.39,-3.74,4.08
2021-01-25,6.46,6.48,5.79,5.79,9733895,6.562,15915356,56359252.05,10.68,-10.37,2.34
2021-01-26,5.21,5.79,5.21,5.39,30762169,6.22,17011118,165808090.91,11.13,3.45,2.58
2021-01-27,5.28,5.49,5.05,5.15,23331965,5.892,18033435,120159619.75000001,8.33,-2.46,1.37
2021-01-28,5.11,5.18,4.85,4.85,25330451,5.522,20118632,122852687.35,6.46,-5.09,0.59
2021-01-29,4.81,5.34,4.8,5.1,37094391,5.256,25250574,189181394.1,11.23,6.03,2.26
2021-02-01,4.99,5.19,4.85,5.08,21196607,5.114,27543117,107678763.56,6.81,1.8,1.46
2021-02-02,5.05,5.07,4.89,4.89,12450500,5.014,23880783,60882944.99999999,3.56,-3.17,3.29
2021-02-03,4.85,5.01,4.83,4.94,8811960,4.972,20976782,43531082.400000006,3.71,1.86,0.48
2021-02-04,4.94,4.95,4.45,4.54,18678346,4.91,19646361,84799690.84,10.12,-8.1,1.09
2021-02-05,4.54,4.88,4.51,4.55,11472439,4.8,14521970,52199597.449999996,8.15,0.22,3.32
2021-02-08,4.5,4.57,4.3,4.45,9444620,4.674,12171573,42028559.0,6.0,-1.11,3.25
2021-02-09,4.44,4.61,4.42,4.5,8855824,4.596,11452638,39851208.0,4.28,1.35,2.09
2021-02-10,4.45,4.61,4.45,4.55,7829100,4.518,11256066,35622405.0,3.6,2.25,1.05
2021-02-18,4.64,4.79,4.63,4.7,16845870,4.55,10889571,79175589.0,3.45,1.29,0.62
2021-02-19,4.79,5.17,4.67,5.17,22155966,4.674,13026276,114546344.22,10.44,7.93,2.61
2021-02-22,5.27,5.28,4.99,5.07,21861800,4.798,15509712,110839326.0,5.5,-3.8,4.4
2021-02-23,4.98,5.04,4.88,4.91,10332240,4.88,15804995,50731298.4,3.21,-1.41,3.87
2021-02-24,4.87,4.99,4.86,4.9,9662282,4.95,16171632,47345181.800000004,2.67,0.62,3.86
2021-02-25,4.94,4.95,4.8,4.85,7349880,4.98,14272434,35646918.0,3.04,-1.82,4.81
2021-02-26,4.73,4.85,4.66,4.71,9406460,4.888,11722532,44304426.6,4.02,-0.42,4.64
2021-03-01,4.72,4.81,4.69,4.8,8339484,4.834,9018069,40029523.199999996,2.54,1.69,1.63
2021-03-02,4.8,4.86,4.64,4.69,8705720,4.79,8692765,40829826.800000004,4.58,-2.29,0.97
