date,open,high,low,close,volume,ma_price5,ma_volume5,amount,amplitude,price_change_pct,turnover_rate
2002-12-09,8.14,8.21,8.06,8.08,210933,8.184,357941,1704338.6400000001,1.84,-0.74,4.19
2002-12-10,8.19,8.19,8.03,8.05,248900,8.146,339527,2003645.0000000002,1.95,-1.71,2.61
2002-12-11,8.0,8.05,7.68,7.91,182168,8.076,279180,1440948.8800000001,4.63,-1.12,3.36
2002-12-12,7.92,8.01,7.81,7.84,187300,8.004,241120,1468432.0,2.53,-1.01,3.88
2002-12-13,7.8,7.99,7.78,7.94,194786,7.964,204817,1546600.84,2.69,1.79,2.52
2002-12-16,7.96,8.14,7.88,7.98,361522,7.944,234935,2884945.56,3.27,0.25,2.39
2002-12-17,7.98,8.08,7.9,8.0,334806,7.934,252116,2678448.0,2.26,0.25,2.18
2002-12-18,8.04,8.09,7.95,8.07,337499,7.966,283183,2723616.93,1.74,0.37,0.57
2002-12-19,8.04,8.08,7.88,8.01,328770,8.0,311477,2633447.6999999997,2.49,-0.37,4.25
2002-12-20,8.03,8.18,7.96,8.11,944343,8.034,461388,7658621.7299999995,2.74,1.0,0.26
2002-12-23,8.15,8.24,8.07,8.13,596980,8.064,508480,4853447.4,2.09,-0.25,0.76
2002-12-24,8.1,8.15,8.0,8.15,750585,8.094,591635,6117267.75,1.85,0.62,1.07
2002-12-25,8.12,8.51,8.0,8.43,1604672,8.166,845070,13527384.959999999,6.28,3.82,2.35
2002-12-26,8.3,8.35,7.97,8.1,851172,8.184,949550,6894493.199999999,4.58,-2.41,4.09
2002-12-27,8.01,8.08,7.75,7.95,275216,8.152,815725,2187967.2,4.12,-0.75,4.2
2002-12-30,7.9,7.9,7.56,7.62,553618,8.05,807053,4218569.16,4.3,-3.54,0.65
2002-12-31,7.58,7.8,7.5,7.78,370215,7.976,730979,2880272.7,3.96,2.64,2.39
2003-01-02,7.74,7.74,7.2,7.29,688180,7.748,547680,5016832.2,6.98,-5.81,0.01
2003-01-03,7.51,7.51,7.2,7.29,197882,7.586,417022,1442559.78,4.13,-2.93,0.36
2003-01-06,7.0,7.78,6.85,7.38,1611827,7.472,684344,11895283.26,13.29,5.43,0.06
2003-01-07,7.28,7.31,7.06,7.2,908890,7.388,755399,6544008.0,3.43,-1.1,4.2
2003-01-08,7.2,7.4,7.01,7.38,911071,7.308,863570,6723703.9799999995,5.42,2.5,2.07
2003-01-09,7.36,7.6,7.2,7.53,2020151,7.356,1129964,15211737.030000001,5.43,2.31,0.98
2003-01-10,7.51,7.87,7.42,7.53,2272449,7.404,1544878,17111540.97,5.99,0.27,0.39
2003-01-13,7.51,7.81,7.49,7.76,1829848,7.48,1588482,14199620.48,4.26,3.33,0.36
2003-01-14,7.72,8.36,7.62,8.19,3766979,7.678,2160100,30851558.009999998,9.59,6.09,1.93
2003-01-15,8.16,8.4,7.9,8.05,2626462,7.812,2503178,21143019.1,6.13,-1.35,0.15
2003-01-16,8.05,8.4,8.01,8.3,2770142,7.966,2653176,22992178.6,4.84,3.11,3.54
2003-01-20,8.3,8.38,8.01,8.37,1233195,8.134,2445325,10321842.149999999,4.46,0.84,4.61
2003-01-21,8.31,8.53,8.11,8.14,1333529,8.21,2346061,10854926.06,5.05,-2.05,0.27
2003-01-22,8.12,8.12,7.9,8.06,881283,8.184,1768922,7103140.98,2.71,-0.74,1.09
2003-01-23,8.06,8.1,7.9,7.97,561632,8.168,1355956,4476207.04,2.48,-1.12,1.18
2003-01-24,7.94,8.06,7.85,8.05,822389,8.118,966406,6620231.45,2.64,1.39,0.02
2003-01-27,8.05,8.2,8.05,8.1,1240058,8.064,967778,10044469.799999999,1.86,0.62,4.09
2003-01-28,8.06,8.17,8.02,8.11,732050,8.058,847482,5936925.5,1.86,0.62,2.13
2003-01-29,8.07,8.2,8.07,8.14,1075500,8.074,886326,8754570.0,1.61,0.87,1.3
2003-02-10,8.1,8.12,7.93,7.96,342000,8.072,842399,2722320.0,2.35,-1.73,4.33
2003-02-11,7.96,8.05,7.96,8.04,367190,8.07,751360,2952207.5999999996,1.13,1.01,1.5
2003-02-12,8.04,8.3,8.04,8.3,1243118,8.11,751972,10317879.4,3.23,3.23,4.68
2003-02-13,8.25,8.36,8.16,8.19,1216400,8.126,848842,9962316.0,2.42,-0.73,4.15
2003-02-14,8.19,8.25,8.17,8.22,776532,8.142,789048,6383093.04,0.98,0.37,4.53
2003-02-17,8.19,8.29,8.13,8.17,627715,8.184,846191,5128431.55,1.95,-0.24,2.2
2003-02-18,8.15,8.25,8.1,8.23,473391,8.222,867431,3896007.93,1.84,0.98,0.79
2003-02-19,8.21,8.35,8.21,8.35,993847,8.232,817577,8298622.449999999,1.71,1.71,1.23
2003-02-20,8.35,8.38,8.26,8.3,719670,8.254,718231,5973261.000000001,1.44,-0.6,0.41
2003-02-21,8.29,8.3,8.03,8.13,709920,8.236,704909,5771649.600000001,3.26,-1.93,2.81
2003-02-24,8.11,8.18,8.07,8.18,479200,8.238,675206,3919856.0,1.36,0.86,4.14
2003-02-25,8.18,8.33,8.18,8.32,1119350,8.256,804397,9312992.0,1.83,1.71,4.34
2003-02-26,8.32,8.35,8.25,8.29,515654,8.244,708759,4274771.659999999,1.2,-0.36,2.29
2003-02-27,8.29,8.45,8.29,8.44,2481099,8.272,1061045,20940475.56,1.93,1.81,3.08
2003-02-28,8.44,8.5,8.34,8.44,1250124,8.334,1169085,10551046.559999999,1.9,0.0,1.39
2003-03-03,8.45,8.6,8.44,8.59,2022325,8.416,1477710,17371771.75,1.89,1.66,3.71
2003-03-04,8.58,8.63,8.44,8.48,1048000,8.448,1463440,8887040.0,2.21,-1.17,0.37
2003-03-05,8.5,8.52,8.31,8.4,732045,8.47,1506719,6149178.0,2.47,-1.18,0.95
2003-03-06,8.4,8.43,8.22,8.41,880950,8.464,1186689,7408789.5,2.5,0.12,2.56
2003-03-07,8.41,8.44,8.28,8.37,539320,8.45,1044528,4514108.399999999,1.9,-0.48,2.06
2003-03-10,8.37,8.4,8.06,8.2,578600,8.372,755783,4744520.0,4.06,-2.03,0.84
2003-03-11,8.19,8.2,8.01,8.17,570000,8.31,660183,4656900.0,2.32,-0.24,2.67
2003-03-12,8.18,8.2,8.07,8.2,288310,8.27,571436,2364142.0,1.59,0.24,0.2
2003-03-13,8.2,8.28,8.08,8.16,281001,8.22,451446,2292968.16,2.44,-0.49,3.71
2003-03-14,8.16,8.18,8.05,8.14,298500,8.174,403282,2429790.0,1.59,-0.25,2.98
2003-03-17,8.14,8.14,7.99,8.08,389138,8.15,365390,3144235.04,1.84,-0.74,1.36
2003-03-18,8.13,8.19,8.05,8.09,253101,8.134,302010,2047587.0899999999,1.72,-0.49,3.47
2003-03-19,8.09,8.12,8.0,8.09,568388,8.112,358026,4598258.92,1.48,0.0,1.52
2003-03-20,8.07,8.14,7.88,8.0,478700,8.08,397565,3829600.0,3.22,-0.87,0.56
2003-03-21,8.02,8.08,7.95,8.02,347510,8.056,407367,2787030.1999999997,1.62,0.0,3.58
2003-03-24,8.02,8.18,8.02,8.15,452510,8.07,420042,3687956.5,2.0,1.62,3.38
2003-03-25,8.11,8.21,8.03,8.13,433562,8.078,456134,3524859.0600000005,2.22,0.25,2.45
2003-03-26,8.13,8.14,8.0,8.05,226900,8.07,387836,1826545.0000000002,1.72,-0.98,4.39
2003-03-27,8.05,8.2,7.91,8.18,955211,8.106,483139,7813625.9799999995,3.6,1.61,3.12
2003-03-28,8.18,8.3,8.1,8.19,1042740,8.14,622185,8540040.6,2.44,0.12,3.51
2003-03-31,8.19,8.3,8.18,8.3,633440,8.17,658371,5257552.0,1.47,1.34,2.12
2003-04-01,8.3,8.4,8.24,8.32,669258,8.208,705510,5568226.5600000005,1.93,0.24,1.99
2003-04-02,8.3,8.36,8.2,8.3,445800,8.258,749290,3700140.0000000005,1.93,0.0,3.04
2003-04-03,8.26,8.29,8.2,8.24,329397,8.27,624127,2714231.2800000003,1.09,-0.24,1.91
2003-04-04,8.22,8.3,8.2,8.25,479556,8.282,511490,3956337.0,1.22,0.36,3.81
2003-04-07,8.28,8.31,8.1,8.15,837300,8.252,552262,6823995.0,2.54,-1.57,4.4
2003-04-08,8.15,8.19,7.96,8.04,806434,8.196,579697,6483729.359999999,2.82,-1.35,2.42
2003-04-09,8.0,8.14,7.97,8.05,762833,8.146,643104,6140805.65,2.13,0.63,3.01
2003-04-10,8.05,8.1,7.79,8.0,1298449,8.098,836914,10387592.0,3.85,-0.62,4.47
2003-04-11,7.99,7.99,7.63,7.87,1238213,8.022,988646,9744736.31,4.51,-1.5,0.77
2003-04-14,7.86,8.05,7.7,8.05,1268430,8.002,1074872,10210861.5,4.45,2.42,3.26
2003-04-15,8.1,8.29,8.1,8.18,1282510,8.03,1170087,10490931.799999999,2.35,0.99,3.99
2003-04-16,8.18,8.26,7.83,7.95,1210040,8.01,1259528,9619818.0,5.26,-2.81,0.47
2003-04-17,7.95,8.15,7.78,7.95,934417,8.0,1186722,7428615.15,4.65,0.0,1.33
2003-04-18,7.97,8.04,7.73,7.85,1074905,7.996,1154060,8438004.25,3.89,-1.51,4.69
2003-04-21,7.84,7.9,7.65,7.86,550422,7.958,1010459,4326316.92,3.19,0.26,4.23
2003-04-22,7.86,7.9,7.76,7.8,408641,7.882,835685,3187399.8,1.78,-0.76,4.0
2003-04-23,7.75,7.78,7.59,7.65,952214,7.822,784120,7284437.100000001,2.45,-1.29,1.4
2003-04-24,7.65,7.65,7.47,7.57,781200,7.746,753476,5913684.0,2.35,-1.05,2.17
2003-04-25,7.57,7.68,7.4,7.45,466644,7.666,631824,3476497.8000000003,3.7,-1.59,0.41
2003-04-28,7.43,7.59,7.25,7.55,627765,7.604,647293,4739625.75,4.58,1.62,4.62
2003-04-29,7.57,7.57,7.22,7.32,600947,7.508,685754,4398932.04,4.62,-3.3,1.76
2003-04-30,7.32,7.66,7.32,7.5,919900,7.478,679291,6899250.0,4.64,2.46,2.81
2003-05-12,7.46,7.62,7.45,7.48,344300,7.46,591911,2575364.0,2.28,0.27,3.56
2003-05-13,7.46,7.48,7.07,7.12,666431,7.394,631869,4744988.72,5.5,-4.56,3.81
2003-05-14,7.12,7.37,7.1,7.29,480875,7.342,602491,3505578.75,3.79,2.39,0.44
2003-05-15,7.29,7.66,7.11,7.54,1190736,7.386,720448,8978149.44,7.54,3.43,4.23
2003-05-16,7.55,7.55,7.3,7.33,496830,7.352,635834,3641763.9,3.31,-2.91,1.85
2003-05-19,7.33,7.45,7.33,7.4,510466,7.336,669068,3777448.4000000004,1.64,0.95,3.51
2003-05-20,7.39,7.4,7.18,7.29,349366,7.37,605655,2546878.14,2.98,-1.35,0.71
2003-05-21,7.3,7.4,7.25,7.3,245076,7.372,558495,1789054.8,2.05,0.0,3.35
2003-05-22,7.3,7.38,7.2,7.33,178450,7.33,356038,1308038.5,2.47,0.41,1.23
2003-05-23,7.33,7.4,7.31,7.36,405464,7.336,337764,2984215.04,1.23,0.41,4.52
2003-05-26,7.36,7.43,7.33,7.37,261278,7.33,287927,1925618.86,1.36,0.14,1.71
2003-05-27,7.37,7.54,7.37,7.5,887945,7.372,395643,6659587.5,2.31,1.76,4.41
2003-05-28,7.53,7.56,7.44,7.5,597380,7.412,466103,4480350.0,1.59,-0.4,0.06
2003-05-29,7.5,7.6,7.38,7.59,930434,7.464,616500,7061994.06,2.93,1.2,2.95
2003-06-02,7.59,7.68,7.51,7.61,1005167,7.514,736441,7649320.87,2.24,0.26,0.17
2003-06-03,7.58,7.7,7.51,7.58,638842,7.556,811954,4842422.36,2.51,0.0,1.2
2003-06-04,7.58,7.58,7.39,7.49,480288,7.554,730422,3597357.12,2.51,-1.19,3.53
2003-06-05,7.46,7.55,7.2,7.38,464527,7.53,703852,3428209.26,4.69,-1.07,2.01
2003-06-06,7.38,7.38,7.26,7.3,273000,7.472,572365,1992900.0,1.63,-1.08,2.22
2003-06-09,7.28,7.3,7.23,7.25,185690,7.4,408469,1346252.5,0.96,-0.41,4.49
2003-06-10,7.25,7.3,7.23,7.3,190443,7.344,318790,1390233.9,0.97,0.69,2.8
2003-06-11,7.3,7.38,7.28,7.38,379821,7.322,298696,2803078.98,1.37,1.1,4.58
2003-06-12,7.38,7.4,7.3,7.38,190520,7.322,243895,1406037.6,1.36,0.0,3.59
2003-06-13,7.38,7.5,7.37,7.43,370700,7.348,263435,2754301.0,1.76,0.68,4.59
2003-06-16,7.43,7.47,7.37,7.42,184600,7.382,263217,1369732.0,1.35,-0.13,3.78
2003-06-17,7.42,7.44,7.34,7.41,208700,7.404,266868,1546467.0,1.35,-0.13,3.89
2003-06-18,7.4,7.47,7.35,7.4,193511,7.408,229606,1431981.4000000001,1.62,0.0,2.99
2003-06-19,7.4,7.42,7.21,7.29,266528,7.39,244808,1942989.12,2.84,-1.49,1.13
2003-06-20,7.3,7.37,7.25,7.29,137860,7.362,198240,1004999.4,1.64,-0.14,4.22
2003-06-23,7.29,7.29,7.18,7.23,193500,7.324,200020,1399005.0,1.51,-0.82,2.28
2003-06-24,7.23,7.3,7.16,7.27,195774,7.296,197435,1423276.98,1.94,0.55,1.42
2003-06-25,7.27,7.28,7.18,7.27,214792,7.27,201691,1561537.8399999999,1.38,0.0,2.11
